relative_path,size_bytes,sha256
README.md,3375,e07a0d4be487e8c5b0f17bb55b66ca0db48a0d5db714b5c878ec8785d6bd7887
RELEASE_NOTES.md,731,ae878e157c41abd7c142841e6e8f3fd6e8f89da53ead63c3de30115ed9a57df9
model_eval/example_full_prompt.txt,336168,cbe8d76e22bb1a838d8e1ea394f4ad3e5579fc94832c044d840c8fa2fc4fc378
model_eval/predictions_template.jsonl,106496,54624c7b14af19a719ed5da894f0ae62fac7ac2971e1df7f5ab6b068f7a19fa9
private/decision_unit_index.jsonl,240952,f967346b4fa883e339fa621d7d9d808f0918a7cdd8a560ae908c970829bc4923
private/persona_profiles.jsonl,420259,1e7280705e273d44a6640dc1c961d1d02da4d28360adc3832a0bcbf615be6eca
private/probe_decision_units.jsonl,669041,a98434b36ad420295f1c291300222886314741c74bd4cab8520b4cb183ffef7a
private/probe_evidence_chain_edges.csv,20881336,f64c19b4c60f20ea7209d84a4e2ee9d8d6db39e9d2cbb138b1d5cb61342df144
private/probe_evidence_chains.jsonl,27206987,d9ecb167978086aa2c1737017f74ca4c72dae77039f646e4f7f8a3fef22f2e8b
private/probe_key.jsonl,10806346,8921406b33d91ef57976b428daf5c23e3013662b5b347628344d5598a0c2e10a
private/probes_with_evidence.jsonl,7969408,e67d7164063c30de7b1f5c59db7a76dd9260fb6e88c797c8a009e904fb18486e
private/sessions_with_annotations.jsonl,59934232,af438ede72f23f1e8676cb5b43238a45ade36662cd5b311e4c674dc5be3921ff
public/lifelines.jsonl,22294895,0c38a8a5eadc258dcf2a728e122fa9fddb943b533da4ef5be56c64926f14c320
public/probes.jsonl,6026976,4a7300fac75d9777677f8fcac19960b22cf242d07c4b2f0340c22c170a8b8613
reports/choice_shortcut_per_probe.csv,140298,632666c2bfb411395c41acab0fc7b58271c8d65db26e17d266476f18f0582112
reports/decision_unit_reuse_audit.csv,206775,bff60deab23bedf76114478163f677c57f94c2213ee5a7e6adf9a36cc6d5942d
reports/decision_unit_reuse_summary.json,477,5a96efc1e8a29265ee0fbcd4454b1e44cd7a219b100e0ff674c8a7423d21cb50
reports/evidence_chain_audit.json,1468,ea2d482ce8d176bc191d87264f1337134cdaf7dbefac962f89e3657d53cca967
reports/evidence_chain_semantic_audit_per_probe.csv,927344,2ce9eb988feb8322f78ff59c58cfb1b6d59790833e6cff95a4b9f60d5f8353ee
reports/evidence_chain_semantic_audit_summary.json,1603,48e004bdc9538cafa734da9541376c887ea6946145d5ebd0569feaff38129f46
reports/evidence_window_audit.csv,135432,0dbc8f1abd1e33903be4ba024fdae5e3156ddd0e69448f5f6c9b5d115a79ddd4
reports/full_prompt_o200k_token_counts_per_probe_calibrated.jsonl,450699,80609a103469817aaee6fae952b422385860777baf9dcac8d3ec8586a4c933cf
reports/full_prompt_o200k_token_stats_calibrated.json,309,9521acdc365a77103b12286c2ac98cdcc1cf03b2de13e5de301d76b8ae3e2ef2
reports/gold_predictions_smoke_test.jsonl,108544,89ad053b92cc97bd3c39667cf5cc472e9608f8bc171b5ce4073d9ebcecfc7572
reports/gold_predictions_smoke_test_v13.jsonl,108544,89ad053b92cc97bd3c39667cf5cc472e9608f8bc171b5ce4073d9ebcecfc7572
reports/gold_smoke_test_v121/metrics.json,2155,a589f00ee09a5927e8e0df5bf3f9f3be55354d8ebb9f661c7e6e64c0400f1b15
reports/gold_smoke_test_v121/per_probe.csv,223533,8b7c8beac426f7968b1bf915b0a250d34f83b071cae4676d66aee8dd72027d52
reports/gold_smoke_test_v13/metrics.json,2327,ef3658e35ba0e6f1130a2497b84285f32f5d5d96b4f9f267b9d926d98063c67f
reports/gold_smoke_test_v13/per_decision_unit.csv,16444,c8c7fe3ffe3cf8a12e05616117c6a4081790620643508c89884079271cc577aa
reports/gold_smoke_test_v13/per_probe.csv,450135,0ddb174c2bd5a7239251a4a1b64f2ecac8f289a68c46837b7a392f8c90666780
reports/history_free_shortcut_audit.json,2704,924f46badf909a70dfe96786c95ebedf00e7c4bfbb8276ac814db3a7fcf2df3f
reports/inherited_v11/package_integrity_report_v11.json,1030,5d2eecf55d9fe63d5e82a18abd655443e0bc328cd799b158522cb794ccac0997
reports/inherited_v11/strict_validation_report_v11.json,368,218aa4f38ee457ff00262ec0a2d82e6d5e3ebe022272058740bec6e47fda2638
reports/language_repetition_comparison_v10_v11.json,5010,c0abfa943d4a14c53b3308d078c65f26ff4b206c4798f012cb26fb1592ca4b6c
reports/package_integrity_report.json,3823,a31be8eb08cb27e1cf647498d8bfa7e1300ad79f677987cead76726dab64c106
reports/probe_diversity_report.json,651,cd952fa5033628c2c5db7564386059883ae3f4b5eb4eb14bc84c93a2fdcf081e
reports/reviewer_feedback_revalidation.csv,11546,7c213670c732fbfbcded97c4544d7d8471c9e84a9fda8a93afa5aafbd66e2a78
reports/scope_temporal_pair_binding_audit.csv,68378,2f8d2d76cb899d2c692c58d9cdeb830dfcc02d496c80ac4bcf4325aafd4be6a4
reports/stratified_manual_review_bundle.txt,186077,c9581fbaf7caa1b9a753d6a50b59a9d9b03d53f099045e551b33542efdaa9fd9
reports/stratified_manual_review_summary.md,1190,f1630e6c5a27b771542780822f2198ede38cc4d4b47daf4df95fbb84fdaac7ac
reports/strict_validation_report_v121.json,570,e8aa49bab8ebcfa5302c46dd8abc956ed84b5b778b32f42f7839f062b0d4854e
reports/strict_validation_report_v13.json,371,7f49805cbc92ea343e15ccf5c4173081dca55c884628b1c26e65ed12d45aa7b1
reports/temporal_consistency_audit_v121.csv,256749,b43b4435412eb936dccd196c4fef2dd22e8498abf31564ff98b56e89b1924c7a
reports/temporal_consistency_summary_v121.json,401,fba1ba2719feb0e82c3e870ddd31a5bb89932db227adac7b5e6158d9100c29dc
reports/truncated_34k_char_window_audit.json,997,54458df88d4acabdcec5999646b67469a1656d5e59f75812df9d961f5c2d06fa
reports/truncated_34k_char_window_per_probe.csv,213224,6d3412567b905289bbd174f4bd38f003de45f473e159b797d9eca7bedb99e052
reports/truncated_34k_component_audit.json,411,44169aaf81bbe9827c930437655783e73f4051203023c0d95b5518995eacf357
reports/turn_repetition_audit_v11.json,100396,7b415cff1ccd8f216c32564bb35be90442caaa91c04215c413561ef44ef7bb3a
