review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,template_id,stress_variant,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,reviewer_decision,reviewer_notes
review_food_user_0000_habit_00_creamy_sauce_thickness_p00_direct_use__food_v03,food_v03_probe_c15a05acfbcc6e0b,food_user_0000_habit_00_creamy_sauce_thickness_p00_direct_use__food_v03,food_user_0000,dev,direct_use,content_constraints,creamy_sauce_thickness,original_food_v03,"I'm making a creamy sauce, dip, dressing, pasta sauce, or peanut sauce. How should I set the texture?","[{""choice_id"": ""A"", ""text"": ""Keep the creamy sauce thick enough to mound on the spoon.""}, {""choice_id"": ""B"", ""text"": ""Keep the sauce slightly thicker and swirl a small amount of oil or water across the top.""}, {""choice_id"": ""C"", ""text"": ""Thin the creamy sauce until it falls from a spoon in a narrow ribbon.""}, {""choice_id"": ""D"", ""text"": ""Keep the sauce thick and spread it in a thin layer on the bread or wrap.""}]",C,apply_scoped_content_constraint,"[{""session_id"": ""food_user_0000_s0031"", ""session_index"": 31, ""signal_type"": ""support"", ""recipe_title"": ""BBQ Chicken Wings"", ""user"": ""I'm starting the BBQ chicken wings and want to get the sauce bowl ready before I open the chicken package. What should go on the counter?"", ""assistant"": ""Thin the marinade with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water until it pours from a spoon in a slim stream rather than clinging heavily. Se...""}, {""session_id"": ""food_user_0000_s0039"", ""session_index"": 39, ""signal_type"": ""support"", ""recipe_title"": ""Fab Summer Blackened Chicken Salad"", ""user"": ""I'm starting Fab Summer Blackened Chicken Salad with the chicken breasts thawed and a large skillet on the stove. What should I line up before I turn on the heat?"", ""assistant"": ""Loosen the creamy drizzle for the salad with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water until it falls from a spoon in a thin, narrow ribbon. F...""}, {""session_id"": ""food_user_0000_s0043"", ""session_index"": 43, ""signal_type"": ""support"", ""recipe_title"": ""BBQ Chuck Roast"", ""user"": ""I'm clearing space for BBQ Chuck Roast and want to stage everything before the meat comes out of the fridge. What do I need within reach?"", ""assistant"": ""Loosen the marinade with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water, stirring after each splash until it falls from a spoon in a thin, smooth r...""}, {""session_id"": ""food_user_0000_s0051"", ""session_index"": 51, ""signal_type"": ""support"", ""recipe_title"": ""Cold Cocoa Smoothie"", ""user"": ""I'm making a Cold Cocoa Smoothie and I've got the blender out. Help me start in the right order."", ""assistant"": ""Thin the smoothie with the milk a small splash at a time until it falls from a spoon in a narrow ribbon. Set a large glass in the freezer to chill, then keep the blender jar on...""}]",pass,,
review_food_user_0000_habit_00_creamy_sauce_thickness_p00_direct_use__food_v03__unseen_paraphrase,food_v03_probe_b6d1d849977df3d1,food_user_0000_habit_00_creamy_sauce_thickness_p00_direct_use__food_v03__unseen_paraphrase,food_user_0000,dev,direct_use,content_constraints,creamy_sauce_thickness,unseen_paraphrase,For a new cooking request in this setting: velvety mixtures. Which option fits?,"[{""choice_id"": ""A"", ""text"": ""Keep the creamy sauce thick enough to mound on the spoon.""}, {""choice_id"": ""B"", ""text"": ""Keep the sauce slightly thicker and swirl a small amount of oil or water across the top.""}, {""choice_id"": ""C"", ""text"": ""Thin the creamy sauce until it falls from a spoon in a narrow ribbon.""}, {""choice_id"": ""D"", ""text"": ""Keep the sauce thick and spread it in a thin layer on the bread or wrap.""}]",C,apply_scoped_content_constraint,"[{""session_id"": ""food_user_0000_s0031"", ""session_index"": 31, ""signal_type"": ""support"", ""recipe_title"": ""BBQ Chicken Wings"", ""user"": ""I'm starting the BBQ chicken wings and want to get the sauce bowl ready before I open the chicken package. What should go on the counter?"", ""assistant"": ""Thin the marinade with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water until it pours from a spoon in a slim stream rather than clinging heavily. Se...""}, {""session_id"": ""food_user_0000_s0039"", ""session_index"": 39, ""signal_type"": ""support"", ""recipe_title"": ""Fab Summer Blackened Chicken Salad"", ""user"": ""I'm starting Fab Summer Blackened Chicken Salad with the chicken breasts thawed and a large skillet on the stove. What should I line up before I turn on the heat?"", ""assistant"": ""Loosen the creamy drizzle for the salad with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water until it falls from a spoon in a thin, narrow ribbon. F...""}, {""session_id"": ""food_user_0000_s0043"", ""session_index"": 43, ""signal_type"": ""support"", ""recipe_title"": ""BBQ Chuck Roast"", ""user"": ""I'm clearing space for BBQ Chuck Roast and want to stage everything before the meat comes out of the fridge. What do I need within reach?"", ""assistant"": ""Loosen the marinade with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water, stirring after each splash until it falls from a spoon in a thin, smooth r...""}, {""session_id"": ""food_user_0000_s0051"", ""session_index"": 51, ""signal_type"": ""support"", ""recipe_title"": ""Cold Cocoa Smoothie"", ""user"": ""I'm making a Cold Cocoa Smoothie and I've got the blender out. Help me start in the right order."", ""assistant"": ""Thin the smoothie with the milk a small splash at a time until it falls from a spoon in a narrow ribbon. Set a large glass in the freezer to chill, then keep the blender jar on...""}]",pass,,
review_food_user_0000_habit_00_creamy_sauce_thickness_p00_direct_use__food_v03_explicit_retrieval,food_v03_probe_5f4930b8372007cc,food_user_0000_habit_00_creamy_sauce_thickness_p00_direct_use__food_v03_explicit_retrieval,food_user_0000,dev,explicit_retrieval,content_constraints,creamy_sauce_thickness,original_food_v03,"In the user's historical cooking sessions involving creamy sauces, dips, dressings, pasta sauces, or peanut sauces, which behavior did the user show?","[{""choice_id"": ""A"", ""text"": ""Keep the creamy sauce thick enough to mound on the spoon.""}, {""choice_id"": ""B"", ""text"": ""Keep the sauce slightly thicker and swirl a small amount of oil or water across the top.""}, {""choice_id"": ""C"", ""text"": ""Thin the creamy sauce until it falls from a spoon in a narrow ribbon.""}, {""choice_id"": ""D"", ""text"": ""Keep the sauce thick and spread it in a thin layer on the bread or wrap.""}]",C,explicit_fact_preference_retrieval,"[{""session_id"": ""food_user_0000_s0031"", ""session_index"": 31, ""signal_type"": ""support"", ""recipe_title"": ""BBQ Chicken Wings"", ""user"": ""I'm starting the BBQ chicken wings and want to get the sauce bowl ready before I open the chicken package. What should go on the counter?"", ""assistant"": ""Thin the marinade with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water until it pours from a spoon in a slim stream rather than clinging heavily. Se...""}, {""session_id"": ""food_user_0000_s0039"", ""session_index"": 39, ""signal_type"": ""support"", ""recipe_title"": ""Fab Summer Blackened Chicken Salad"", ""user"": ""I'm starting Fab Summer Blackened Chicken Salad with the chicken breasts thawed and a large skillet on the stove. What should I line up before I turn on the heat?"", ""assistant"": ""Loosen the creamy drizzle for the salad with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water until it falls from a spoon in a thin, narrow ribbon. F...""}, {""session_id"": ""food_user_0000_s0043"", ""session_index"": 43, ""signal_type"": ""support"", ""recipe_title"": ""BBQ Chuck Roast"", ""user"": ""I'm clearing space for BBQ Chuck Roast and want to stage everything before the meat comes out of the fridge. What do I need within reach?"", ""assistant"": ""Loosen the marinade with tiny splashes of water, broth, citrus juice, vinegar, milk, or cooking water, stirring after each splash until it falls from a spoon in a thin, smooth r...""}, {""session_id"": ""food_user_0000_s0051"", ""session_index"": 51, ""signal_type"": ""support"", ""recipe_title"": ""Cold Cocoa Smoothie"", ""user"": ""I'm making a Cold Cocoa Smoothie and I've got the blender out. Help me start in the right order."", ""assistant"": ""Thin the smoothie with the milk a small splash at a time until it falls from a spoon in a narrow ribbon. Set a large glass in the freezer to chill, then keep the blender jar on...""}]",pass,,
review_food_user_0000_habit_00_creamy_sauce_thickness_p01_boundary__food_v03,food_v03_probe_02e0e3c1c1685068,food_user_0000_habit_00_creamy_sauce_thickness_p01_boundary__food_v03,food_user_0000,dev,boundary,content_constraints,creamy_sauce_thickness,original_food_v03,"I'm making this recipe as small dipping bowls with a creamy sauce, dip, dressing, pasta sauce, or peanut sauce. How should I set the texture?","[{""choice_id"": ""A"", ""text"": ""Thin the creamy sauce until it falls from a spoon in a narrow ribbon.""}, {""choice_id"": ""B"", ""text"": ""Keep the creamy sauce thick enough to mound on the spoon.""}, {""choice_id"": ""C"", ""text"": ""Keep the sauce thick and spread it in a thin layer on the bread or wrap.""}, {""choice_id"": ""D"", ""text"": ""Keep the sauce slightly thicker and swirl a small amount of oil or water across the top.""}]",D,do_not_overapply_content_constraint,"[{""session_id"": ""food_user_0000_s0047"", ""session_index"": 47, ""signal_type"": ""boundary_counterexample"", ""recipe_title"": ""Frosted Shortbread"", ""user"": ""For this batch of Frosted Shortbread, I'm shaping it into little edible dipping cups for a creamy sauce, dip, dressing, pasta sauce, or peanut sauce. How should I set that texture?"", ""assistant"": ""Make the sauce a touch thick so it sits in the cups, then streak just a little oil or water over the surface.""}]",pass,,
review_food_user_0000_habit_00_creamy_sauce_thickness_p01_boundary__food_v03__unseen_paraphrase,food_v03_probe_4b25eb2eff4a6a6e,food_user_0000_habit_00_creamy_sauce_thickness_p01_boundary__food_v03__unseen_paraphrase,food_user_0000,dev,boundary,content_constraints,creamy_sauce_thickness,unseen_paraphrase,For this requested context: small dip servings with velvety mixtures. Which option fits?,"[{""choice_id"": ""A"", ""text"": ""Thin the creamy sauce until it falls from a spoon in a narrow ribbon.""}, {""choice_id"": ""B"", ""text"": ""Keep the creamy sauce thick enough to mound on the spoon.""}, {""choice_id"": ""C"", ""text"": ""Keep the sauce thick and spread it in a thin layer on the bread or wrap.""}, {""choice_id"": ""D"", ""text"": ""Keep the sauce slightly thicker and swirl a small amount of oil or water across the top.""}]",D,do_not_overapply_content_constraint,"[{""session_id"": ""food_user_0000_s0047"", ""session_index"": 47, ""signal_type"": ""boundary_counterexample"", ""recipe_title"": ""Frosted Shortbread"", ""user"": ""For this batch of Frosted Shortbread, I'm shaping it into little edible dipping cups for a creamy sauce, dip, dressing, pasta sauce, or peanut sauce. How should I set that texture?"", ""assistant"": ""Make the sauce a touch thick so it sits in the cups, then streak just a little oil or water over the surface.""}]",pass,,
review_food_user_0000_habit_00_creamy_sauce_thickness_p02_exception__food_v03,food_v03_probe_514995cbc1046941,food_user_0000_habit_00_creamy_sauce_thickness_p02_exception__food_v03,food_user_0000,dev,exception,content_constraints,creamy_sauce_thickness,original_food_v03,"I'm making this recipe as a sandwich or wrap with a creamy sauce, dip, dressing, pasta sauce, or peanut sauce. How should I set the texture?","[{""choice_id"": ""A"", ""text"": ""Keep the creamy sauce thick enough to mound on the spoon.""}, {""choice_id"": ""B"", ""text"": ""Keep the sauce slightly thicker and swirl a small amount of oil or water across the top.""}, {""choice_id"": ""C"", ""text"": ""Thin the creamy sauce until it falls from a spoon in a narrow ribbon.""}, {""choice_id"": ""D"", ""text"": ""Keep the sauce thick and spread it in a thin layer on the base.""}]",D,apply_user_scoped_exception,"[{""session_id"": ""food_user_0000_s0103"", ""session_index"": 103, ""signal_type"": ""exception"", ""recipe_title"": ""Crustless Spinach Quiche 2"", ""user"": ""Tonight I'm turning Crustless Spinach Quiche 2 into a sandwich or wrap, and I'm adding a creamy sauce, dip, dressing, pasta sauce, or peanut sauce. For this serving, what texture should I aim for?"", ""assistant"": ""For this one, make the sauce thick enough to spread, then use just a thin layer on the bread or wrap so it doesn't soak through.""}]",pass,,
review_food_user_0000_habit_00_creamy_sauce_thickness_p02_exception__food_v03__unseen_paraphrase,food_v03_probe_0519b6e8624956d6,food_user_0000_habit_00_creamy_sauce_thickness_p02_exception__food_v03__unseen_paraphrase,food_user_0000,dev,exception,content_constraints,creamy_sauce_thickness,unseen_paraphrase,For this requested context: filled handheld items with velvety mixtures. Which option fits?,"[{""choice_id"": ""A"", ""text"": ""Keep the creamy sauce thick enough to mound on the spoon.""}, {""choice_id"": ""B"", ""text"": ""Keep the sauce slightly thicker and swirl a small amount of oil or water across the top.""}, {""choice_id"": ""C"", ""text"": ""Thin the creamy sauce until it falls from a spoon in a narrow ribbon.""}, {""choice_id"": ""D"", ""text"": ""Keep the sauce thick and spread it in a thin layer on the base.""}]",D,apply_user_scoped_exception,"[{""session_id"": ""food_user_0000_s0103"", ""session_index"": 103, ""signal_type"": ""exception"", ""recipe_title"": ""Crustless Spinach Quiche 2"", ""user"": ""Tonight I'm turning Crustless Spinach Quiche 2 into a sandwich or wrap, and I'm adding a creamy sauce, dip, dressing, pasta sauce, or peanut sauce. For this serving, what texture should I aim for?"", ""assistant"": ""For this one, make the sauce thick enough to spread, then use just a thin layer on the bread or wrap so it doesn't soak through.""}]",pass,,
review_food_user_0000_habit_01_starch_liquid_finish_p00_direct_use__food_v03,food_v03_probe_72620bc9359ab9fe,food_user_0000_habit_01_starch_liquid_finish_p00_direct_use__food_v03,food_user_0000,dev,direct_use,content_constraints,starch_liquid_finish,original_food_v03,"I'm making a noodle, pasta, rice, or grain dish with sauce, broth, or cooking water. How should I manage the liquid?","[{""choice_id"": ""A"", ""text"": ""Reduce the liquid fully and serve the starches thick.""}, {""choice_id"": ""B"", ""text"": ""Hold back extra liquid and loosen the starches with a small final splash.""}, {""choice_id"": ""C"", ""text"": ""Pack the extra liquid separately and add it after opening the thermos.""}, {""choice_id"": ""D"", ""text"": ""Reduce the sauce slightly thicker and spoon it under the starches.""}]",B,apply_scoped_content_constraint,"[{""session_id"": ""food_user_0000_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""recipe_title"": ""Baked Fake Steak with Gravy"", ""user"": ""I'm getting ready to make Baked Fake Steak with Gravy, but the beef is still wrapped and cold. How should I set up so I'm not scrambling once my hands are messy?"", ""assistant"": ""Reserve a small ladleful of gravy for serving, and spoon it only onto slices that need a little loosening. Set out a large bowl, a 10x15 inch jellyroll pan, waxed paper, 3 pound...""}, {""session_id"": ""food_user_0000_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""recipe_title"": ""Broccoflower Risotto with Wild Mushrooms"", ""user"": ""I've got the recipe for Broccoflower Risotto with Wild Mushrooms open and a wide pan ready. Help me organize the ingredients before I start heating anything."", ""assistant"": ""Reserve a splash of chicken stock for the risotto so you can loosen the rice at the very end if it tightens. Set out 1 tablespoon unsalted butter, 2 cups diced Broccoflower, 2 c...""}, {""session_id"": ""food_user_0000_s0035"", ""session_index"": 35, ""signal_type"": ""support"", ""recipe_title"": ""Black Bean Chili"", ""user"": ""I'm starting Black Bean Chili and I want the counter set up so I'm not scrambling once the pan is hot. What should I do first?"", ""assistant"": ""For the chicken broth, reserve a small splash and add it near the end only if the chili needs to loosen up. Put a large saucepan on the stove, then gather 1 tablespoon olive oil...""}, {""session_id"": ""food_user_0000_s0067"", ""session_index"": 67, ""signal_type"": ""support"", ""recipe_title"": ""Broccoli Cheese Crepes"", ""user"": ""I'm starting Broccoli Cheese Crepes and want to mix the crepe batter before I move over to the saucepan. Can you walk me through the order?"", ""assistant"": ""If you're adding onion here, save a small spoonful of the cooking liquid and wait to use it until the end, only if the filling or crepes need a little loosening. For the batter,...""}]",pass,,
review_food_user_0000_habit_01_starch_liquid_finish_p00_direct_use__food_v03__unseen_paraphrase,food_v03_probe_79c7409abb292c73,food_user_0000_habit_01_starch_liquid_finish_p00_direct_use__food_v03__unseen_paraphrase,food_user_0000,dev,direct_use,content_constraints,starch_liquid_finish,unseen_paraphrase,For a new cooking request in this setting: starch-based preparations using reserved cooking moisture. Which option fits?,"[{""choice_id"": ""A"", ""text"": ""Reduce the liquid fully and serve the starches thick.""}, {""choice_id"": ""B"", ""text"": ""Hold back extra liquid and loosen the starches with a small final splash.""}, {""choice_id"": ""C"", ""text"": ""Pack the extra liquid separately and add it after opening the thermos.""}, {""choice_id"": ""D"", ""text"": ""Reduce the sauce slightly thicker and spoon it under the starches.""}]",B,apply_scoped_content_constraint,"[{""session_id"": ""food_user_0000_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""recipe_title"": ""Baked Fake Steak with Gravy"", ""user"": ""I'm getting ready to make Baked Fake Steak with Gravy, but the beef is still wrapped and cold. How should I set up so I'm not scrambling once my hands are messy?"", ""assistant"": ""Reserve a small ladleful of gravy for serving, and spoon it only onto slices that need a little loosening. Set out a large bowl, a 10x15 inch jellyroll pan, waxed paper, 3 pound...""}, {""session_id"": ""food_user_0000_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""recipe_title"": ""Broccoflower Risotto with Wild Mushrooms"", ""user"": ""I've got the recipe for Broccoflower Risotto with Wild Mushrooms open and a wide pan ready. Help me organize the ingredients before I start heating anything."", ""assistant"": ""Reserve a splash of chicken stock for the risotto so you can loosen the rice at the very end if it tightens. Set out 1 tablespoon unsalted butter, 2 cups diced Broccoflower, 2 c...""}, {""session_id"": ""food_user_0000_s0035"", ""session_index"": 35, ""signal_type"": ""support"", ""recipe_title"": ""Black Bean Chili"", ""user"": ""I'm starting Black Bean Chili and I want the counter set up so I'm not scrambling once the pan is hot. What should I do first?"", ""assistant"": ""For the chicken broth, reserve a small splash and add it near the end only if the chili needs to loosen up. Put a large saucepan on the stove, then gather 1 tablespoon olive oil...""}, {""session_id"": ""food_user_0000_s0067"", ""session_index"": 67, ""signal_type"": ""support"", ""recipe_title"": ""Broccoli Cheese Crepes"", ""user"": ""I'm starting Broccoli Cheese Crepes and want to mix the crepe batter before I move over to the saucepan. Can you walk me through the order?"", ""assistant"": ""If you're adding onion here, save a small spoonful of the cooking liquid and wait to use it until the end, only if the filling or crepes need a little loosening. For the batter,...""}]",pass,,
review_food_user_0000_habit_01_starch_liquid_finish_p00_direct_use__food_v03_explicit_retrieval,food_v03_probe_b3594c299f90f425,food_user_0000_habit_01_starch_liquid_finish_p00_direct_use__food_v03_explicit_retrieval,food_user_0000,dev,explicit_retrieval,content_constraints,starch_liquid_finish,original_food_v03,"In the user's historical cooking sessions involving noodle, pasta, rice, or grain dishes with sauce, broth, or cooking water, which behavior did the user show?","[{""choice_id"": ""A"", ""text"": ""Reduce the liquid fully and serve the starches thick.""}, {""choice_id"": ""B"", ""text"": ""Hold back extra liquid and loosen the starches with a small final splash.""}, {""choice_id"": ""C"", ""text"": ""Pack the extra liquid separately and add it after opening the thermos.""}, {""choice_id"": ""D"", ""text"": ""Reduce the sauce slightly thicker and spoon it under the starches.""}]",B,explicit_fact_preference_retrieval,"[{""session_id"": ""food_user_0000_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""recipe_title"": ""Baked Fake Steak with Gravy"", ""user"": ""I'm getting ready to make Baked Fake Steak with Gravy, but the beef is still wrapped and cold. How should I set up so I'm not scrambling once my hands are messy?"", ""assistant"": ""Reserve a small ladleful of gravy for serving, and spoon it only onto slices that need a little loosening. Set out a large bowl, a 10x15 inch jellyroll pan, waxed paper, 3 pound...""}, {""session_id"": ""food_user_0000_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""recipe_title"": ""Broccoflower Risotto with Wild Mushrooms"", ""user"": ""I've got the recipe for Broccoflower Risotto with Wild Mushrooms open and a wide pan ready. Help me organize the ingredients before I start heating anything."", ""assistant"": ""Reserve a splash of chicken stock for the risotto so you can loosen the rice at the very end if it tightens. Set out 1 tablespoon unsalted butter, 2 cups diced Broccoflower, 2 c...""}, {""session_id"": ""food_user_0000_s0035"", ""session_index"": 35, ""signal_type"": ""support"", ""recipe_title"": ""Black Bean Chili"", ""user"": ""I'm starting Black Bean Chili and I want the counter set up so I'm not scrambling once the pan is hot. What should I do first?"", ""assistant"": ""For the chicken broth, reserve a small splash and add it near the end only if the chili needs to loosen up. Put a large saucepan on the stove, then gather 1 tablespoon olive oil...""}, {""session_id"": ""food_user_0000_s0067"", ""session_index"": 67, ""signal_type"": ""support"", ""recipe_title"": ""Broccoli Cheese Crepes"", ""user"": ""I'm starting Broccoli Cheese Crepes and want to mix the crepe batter before I move over to the saucepan. Can you walk me through the order?"", ""assistant"": ""If you're adding onion here, save a small spoonful of the cooking liquid and wait to use it until the end, only if the filling or crepes need a little loosening. For the batter,...""}]",pass,,
